GENUS,APGIII_FAMILY,STATUS
Monotropa,Ericaceae,Accepted by TPL
Monotropastrum,Ericaceae,Accepted by TPL
Monotropsis,Ericaceae,Accepted by TPL
Monsonia,Geraniaceae,Accepted by TPL
Monstera,Araceae,Accepted by TPL
Montagnaea,Asteraceae,Unresolved at TPL
Montanoa,Asteraceae,Accepted by TPL
Montbretia,Iridaceae,Unresolved at TPL
Monteiroa,Malvaceae,Accepted by TPL
Montejacquia,Convolvulaceae,Unresolved at TPL
Montezuma,Malvaceae,Unresolved at TPL
Montia,Montiaceae,Accepted by TPL
Montiaceae,Montiaceae,Accepted by TPL
Montiastrum,Montiaceae,Accepted by TPL
Monticalia,Asteraceae,Accepted by TPL
Montigena,Fabaceae,Unresolved at TPL
Montinia,Montiniaceae,Accepted by TPL
Montiniaceae,Montiniaceae,Accepted by TPL
Montiopsis,Montiaceae,Accepted by TPL
Montitega,Ericaceae,Unresolved at TPL
Montjolya,Boraginaceae,Unresolved at TPL
Montolivaea,Orchidaceae,Unresolved at TPL
Montrichardia,Araceae,Accepted by TPL
Montrouziera,Clusiaceae,Unresolved at TPL
Monttea,Plantaginaceae,Accepted by TPL
Monvillea,Cactaceae,Accepted by TPL
Moonia,Asteraceae,Accepted by TPL
Moorcroftia,Convolvulaceae,Unresolved at TPL
Moquinia,Asteraceae,Accepted by TPL
Moquiniella,Loranthaceae,Accepted by TPL
Mora,Fabaceae,Accepted by TPL
Moraceae,Moraceae,Accepted by TPL
Moraea,Iridaceae,Accepted by TPL
Morangaya,Cactaceae,Liu et al.(2015)
Moranopteris,Polypodiaceae,Accepted by TPL
Morawetzia,Cactaceae,Liu et al.(2015)
Morea,Iridaceae,Unresolved at TPL
Morelia,Rubiaceae,Accepted by TPL
Morella,Myricaceae,Accepted by TPL
Morelosia,Boraginaceae,Accepted by TPL
Morelotia,Cyperaceae,Accepted by TPL
Morenoa,Convolvulaceae,Unresolved at TPL
Morettia,Brassicaceae,Accepted by TPL
Morgania,Plantaginaceae,Unresolved at TPL
Moricandia,Brassicaceae,Accepted by TPL
Moriera,Brassicaceae,Accepted by TPL
Morierina,Rubiaceae,Accepted by TPL
Morilandia,Rosaceae,Unresolved at TPL
Morina,Caprifoliaceae,Accepted by TPL
Morinda,Rubiaceae,Accepted by TPL
Morindopsis,Rubiaceae,Accepted by TPL
Moringa,Moringaceae,Accepted by TPL
Moringaceae,Moringaceae,Accepted by TPL
Morinia,Pottiaceae,Accepted by TPL
Morisia,Brassicaceae,Accepted by TPL
Morisonia,Capparaceae,Accepted by TPL
Morithamnus,Asteraceae,Accepted by TPL
Moritzia,Boraginaceae,Accepted by TPL
Morkillia,Zygophyllaceae,Accepted by TPL
Mormodes,Orchidaceae,Accepted by TPL
Mormolyca,Orchidaceae,Accepted by TPL
Morna,Asteraceae,Unresolved at TPL
Morocarpus,Urticaceae,Unresolved at TPL
Morongia,Fabaceae,Unresolved at TPL
Moronobea,Clusiaceae,Accepted by TPL
Morrenia,Apocynaceae,Accepted by TPL
Morsacanthus,Acanthaceae,Unresolved at TPL
Mortonia,Celastraceae,Accepted by TPL
Mortoniella,Apocynaceae,Accepted by TPL
Mortoniodendron,Malvaceae,Accepted by TPL
Mortoniopteris,Hymenophyllaceae,Accepted by TPL
Morus,Moraceae,Accepted by TPL
Morysia,Asteraceae,Unresolved at TPL
Mosannona,Annonaceae,Accepted by TPL
Moscharia,Asteraceae,Accepted by TPL
Moschifera,Asteraceae,Unresolved at TPL
Moschkowitzia,Begoniaceae,Unresolved at TPL
Moschopsis,Calyceraceae,Accepted by TPL
Moschosma,Lamiaceae,Unresolved at TPL
Mosdenia,Poaceae,Accepted by TPL
Moseniella,Splachnaceae,Accepted by TPL
Mosenodendron,Annonaceae,Unresolved at TPL
Mosenthinia,Papaveraceae,Unresolved at TPL
Mosheovia,Scrophulariaceae,Unresolved at TPL
Mosiera,Myrtaceae,Accepted by TPL
Mosigia,Asteraceae,Unresolved at TPL
Mosla,Lamiaceae,Accepted by TPL
Mosquitoxylum,Anacardiaceae,Accepted by TPL
Mossia,Aizoaceae,Accepted by TPL
Mostacillastrum,Brassicaceae,Accepted by TPL
Mostuea,Gelsemiaceae,Accepted by TPL
Motandra,Apocynaceae,Accepted by TPL
Motherwellia,Araliaceae,Accepted by TPL
Motleyia,Rubiaceae,Accepted by TPL
Moulinsia,Poaceae,Accepted by TPL
Moullava,Fabaceae,Accepted by TPL
Moultonianthus,Euphorbiaceae,Accepted by TPL
Mourera,Podostemaceae,Accepted by TPL
Mouretia,Rubiaceae,Accepted by TPL
Mouriri,Melastomataceae,Accepted by TPL
Mouroucoa,Convolvulaceae,Unresolved at TPL
Moussonia,Gesneriaceae,Accepted by TPL
Moussoniantha,Gesneriaceae,Unresolved at TPL
Moutabea,Polygalaceae,Accepted by TPL
Moutouchi,Fabaceae,Accepted by TPL
Moya,Celastraceae,Unresolved at TPL
Msuata,Asteraceae,Accepted by TPL
Mtonia,Asteraceae,Accepted by TPL
Mucoa,Apocynaceae,Accepted by TPL
Mucronea,Polygonaceae,Accepted by TPL
Mucuna,Fabaceae,Accepted by TPL
Muehlbergella,Campanulaceae,Accepted by TPL
Muehlenbeckia,Polygonaceae,Accepted by TPL
Muellera,Fabaceae,Accepted by TPL
Muelleramra,Melastomataceae,Unresolved at TPL
Muelleranthus,Fabaceae,Accepted by TPL
Muellerargia,Cucurbitaceae,Accepted by TPL
Muelleriella,Orthotrichaceae,Accepted by TPL
Muellerina,Loranthaceae,Accepted by TPL
Muellerobryum,Pterobryaceae,Accepted by TPL
Muellerolimon,Plumbaginaceae,Accepted by TPL
Muhlenbergia,Poaceae,Accepted by TPL
Muilla,Asparagaceae,Accepted by TPL
Muiria,Aizoaceae,Accepted by TPL
Muiriantha,Rutaceae,Accepted by TPL
Mukdenia,Saxifragaceae,Accepted by TPL
Mukia,Cucurbitaceae,Accepted by TPL
Muldera,Piperaceae,Unresolved at TPL
Mulgedium,Asteraceae,Accepted by TPL
Mulguraea,Verbenaceae,Accepted by TPL
Mulinum,Apiaceae,Accepted by TPL
Mullaghera,Fabaceae,Unresolved at TPL
Multidentia,Rubiaceae,Accepted by TPL
Munbya,Boraginaceae,Unresolved at TPL
Munchusia,Malvaceae,Unresolved at TPL
Mundia,Polygalaceae,Unresolved at TPL
Mundtia,Polygalaceae,Unresolved at TPL
Mundulea,Fabaceae,Accepted by TPL
Munnozia,Asteraceae,Accepted by TPL
Munroa,Poaceae,Accepted by TPL
Munrochloa,Poaceae,Unresolved at TPL
Munronia,Meliaceae,Accepted by TPL
Muntingia,Muntingiaceae,Accepted by TPL
Muntingiaceae,Muntingiaceae,Accepted by TPL
Munzothamnus,Asteraceae,Accepted by TPL
Muraltia,Polygalaceae,Accepted by TPL
Muratina,Amaranthaceae,Unresolved at TPL
Murbeckiella,Brassicaceae,Accepted by TPL
Murchisonia,Asparagaceae,Accepted by TPL
Murdannia,Commelinaceae,Accepted by TPL
Muretia,Apiaceae,Unresolved at TPL
Murex,Pedaliaceae,Unresolved at TPL
Muricaria,Brassicaceae,Accepted by TPL
Muricococcum,Euphorbiaceae,Accepted by TPL
Murraea,Rutaceae,Unresolved at TPL
Murraya,Rutaceae,Accepted by TPL
Murrithia,Apiaceae,Unresolved at TPL
Murtughas,Lythraceae,Unresolved at TPL
Murucuja,Passifloraceae,Unresolved at TPL
Musa,Musaceae,Accepted by TPL
Musaceae,Musaceae,Accepted by TPL
Musanga,Urticaceae,Accepted by TPL
Muscadinia,Vitaceae,Accepted by TPL
Muscarella,Orchidaceae,Unresolved at TPL
Muscari,Asparagaceae,Accepted by TPL
Muscaria,Saxifragaceae,Unresolved at TPL
Muschleria,Asteraceae,Accepted by TPL
Muscoflorschuetzia,Buxbaumiaceae,Accepted by TPL
Muscoherzogia,Dicranaceae,Accepted by TPL
Musella,Musaceae,Liu et al.(2015)
Museniopsis,Apiaceae,Accepted by TPL
Musenium,Apiaceae,Unresolved at TPL
Musgravea,Proteaceae,Unresolved at TPL
Musilia,Asteraceae,Accepted by TPL
Musineon,Apiaceae,Accepted by TPL
Musineum,Apiaceae,Unresolved at TPL
Mussaenda,Rubiaceae,Accepted by TPL
Mussaendopsis,Rubiaceae,Accepted by TPL
Musschia,Campanulaceae,Accepted by TPL
Mussinia,Asteraceae,Unresolved at TPL
Musteron,Asteraceae,Accepted by TPL
Mutafinia,Scrophulariaceae,Unresolved at TPL
Mutellina,Apiaceae,Accepted by TPL
Mutisia,Asteraceae,Accepted by TPL
Mutisiopersea,Lauraceae,Accepted by TPL
Muxiria,Fabaceae,Unresolved at TPL
Mwasumbia,Annonaceae,Unresolved at TPL
Myagrum,Brassicaceae,Accepted by TPL
Myanmaria,Asteraceae,Accepted by TPL
Myanthus,Orchidaceae,Unresolved at TPL
Mycaranthes,Orchidaceae,Accepted by TPL
Mycerinus,Ericaceae,Accepted by TPL
Mycetanthe,Rafflesiaceae,Unresolved at TPL
Mycetia,Rubiaceae,Accepted by TPL
Myconia,Asteraceae,Unresolved at TPL
Myconia,Gesneriaceae,Unresolved at TPL
Myctanthes,Asteraceae,Unresolved at TPL
Myctirophora,Fabaceae,Unresolved at TPL
Myginda,Celastraceae,Accepted by TPL
Myladenia,Flacourtiaceae,Unresolved at TPL
Myllanthus,Rutaceae,Unresolved at TPL
Myobroma,Fabaceae,Accepted by TPL
Myodocarpaceae,Myodocarpaceae,Accepted by TPL
Myodocarpus,Myodocarpaceae,Accepted by TPL
Myonima,Rubiaceae,Unresolved at TPL
Myopordon,Asteraceae,Accepted by TPL
Myoporum,Scrophulariaceae,Accepted by TPL
Myoschilos,Santalaceae,Accepted by TPL
Myosotidium,Boraginaceae,Accepted by TPL
Myosotis,Boraginaceae,Accepted by TPL
Myosoton,Caryophyllaceae,Liu et al.(2015)
Myostemma,Amaryllidaceae,Unresolved at TPL
Myosurus,Ranunculaceae,Accepted by TPL
Myoxanthus,Orchidaceae,Accepted by TPL
Myracrodruon,Anacardiaceae,Accepted by TPL
Myrceugenia,Myrtaceae,Accepted by TPL
Myrcia,Myrtaceae,Accepted by TPL
Myrcialeucus,Myrtaceae,Unresolved at TPL
Myrcianthes,Myrtaceae,Accepted by TPL
Myrciaria,Myrtaceae,Accepted by TPL
Myriactis,Asteraceae,Accepted by TPL
Myrialepis,Arecaceae,Accepted by TPL
Myriandra,Clusiaceae,Accepted by TPL
Myrianthus,Urticaceae,Accepted by TPL
Myriaspora,Melastomataceae,Accepted by TPL
Myrica,Myricaceae,Accepted by TPL
Myricaceae,Myricaceae,Accepted by TPL
Myricanthe,Euphorbiaceae,Accepted by TPL
Myricaria,Tamaricaceae,Accepted by TPL
Myrinia,Onagraceae,Accepted by TPL
Myriniaceae,Myriniaceae,Accepted by TPL
Myriocarpa,Urticaceae,Accepted by TPL
Myriocephalus,Asteraceae,Accepted by TPL
Myriocladus,Poaceae,Accepted by TPL
Myriocolea,Lejeuneaceae,Accepted by TPL
Myriocoleopsis,Lejeuneaceae,Accepted by TPL
Myriodon,Hymenophyllaceae,Unresolved at TPL
Myrioneuron,Rubiaceae,Accepted by TPL
Myriophyllum,Haloragaceae,Accepted by TPL
Myriopteris,Pteridaceae,Accepted by TPL
Myriopteron,Apocynaceae,Accepted by TPL
Myriopus,Boraginaceae,Accepted by TPL
Myriorrhynchus,Exormothecaceae,Unresolved at TPL
Myriostachya,Poaceae,Accepted by TPL
Myriotheca,Marattiaceae,Unresolved at TPL
Myripnois,Asteraceae,Accepted by TPL
Myristica,Myristicaceae,Accepted by TPL
Myristicaceae,Myristicaceae,Accepted by TPL
Myrmechis,Orchidaceae,Accepted by TPL
Myrmecia,Gentianaceae,Unresolved at TPL
Myrmecodia,Rubiaceae,Accepted by TPL
Myrmecoides,Rubiaceae,Unresolved at TPL
Myrmecolaelia,Orchidaceae,Accepted by TPL
Myrmeconauclea,Rubiaceae,Accepted by TPL
Myrmecophila,Orchidaceae,Accepted by TPL
Myrmecophila,Polypodiaceae,Accepted by TPL
Myrmecopteris,Polypodiaceae,Accepted by TPL
Myrmecostylum,Hymenophyllaceae,Unresolved at TPL
Myrmedone,Melastomataceae,Unresolved at TPL
Myrmephytum,Rubiaceae,Accepted by TPL
Myrmidone,Melastomataceae,Unresolved at TPL
Myrobalanifera,Combretaceae,Unresolved at TPL
Myrobalanus,Combretaceae,Accepted by TPL
Myrocarpus,Fabaceae,Accepted by TPL
Myrosma,Marantaceae,Accepted by TPL
Myrosmodes,Orchidaceae,Accepted by TPL
Myrospermum,Fabaceae,Accepted by TPL
Myrothamnaceae,Myrothamnaceae,Accepted by TPL
Myrothamnus,Myrothamnaceae,Accepted by TPL
Myroxylon,Fabaceae,Accepted by TPL
Myrrhidendron,Apiaceae,Accepted by TPL
Myrrhidium,Geraniaceae,Unresolved at TPL
Myrrhinium,Myrtaceae,Accepted by TPL
Myrrhis,Apiaceae,Accepted by TPL
Myrrhodes,Apiaceae,Unresolved at TPL
Myrrhoides,Apiaceae,Accepted by TPL
Myrsine,Primulaceae,Accepted by TPL
Myrsiphyllum,Asparagaceae,Liu et al.(2015)
Myrtaceae,Myrtaceae,Accepted by TPL
Myrtama,Tamaricaceae,Liu et al.(2015)
Myrtastrum,Myrtaceae,Accepted by TPL
Myrtekmania,Myrtaceae,Unresolved at TPL
Myrtella,Myrtaceae,Accepted by TPL
Myrteola,Myrtaceae,Accepted by TPL
Myrtgerocactus,Cactaceae,Unresolved at TPL
Myrtillocactus,Cactaceae,Accepted by TPL
Myrtillocereus,Cactaceae,Unresolved at TPL
Myrtillus,Ericaceae,Unresolved at TPL
Myrtophyllum,Bixaceae,Unresolved at TPL
Myrtopsis,Rutaceae,Unresolved at TPL
Myrtus,Myrtaceae,Accepted by TPL
Mysanthus,Fabaceae,Accepted by TPL
Myscolus,Asteraceae,Unresolved at TPL
Mystacidium,Orchidaceae,Accepted by TPL
Mystacinus,Rhamnaceae,Unresolved at TPL
Mystropetalon,Balanophoraceae,Accepted by TPL
Mystroxylon,Celastraceae,Unresolved at TPL
Mytilaria,Hamamelidaceae,Accepted by TPL
Mytilopsis,Lepidoziaceae,Accepted by TPL
Myurella,Theliaceae,Accepted by TPL
Myuriaceae,Myuriaceae,Accepted by TPL
Myuriopsis,Myuriaceae,Accepted by TPL
Myurium,Myuriaceae,Accepted by TPL
Myuroclada,Brachytheciaceae,Accepted by TPL
Myxochlamys,Zingiberaceae,Accepted by TPL
Myxopappus,Asteraceae,Accepted by TPL
Myxopyrum,Oleaceae,Accepted by TPL
Myzodendron,Misodendraceae,Unresolved at TPL
Myzorrhiza,Orobanchaceae,Accepted by TPL
Myzorrhiza,Scrophulariaceae,Unresolved at TPL
Nabaluia,Orchidaceae,Accepted by TPL
Nabalus,Asteraceae,Accepted by TPL
Nablonium,Asteraceae,Accepted by TPL
Nachtigalia,Nyctaginaceae,Unresolved at TPL
Nacrea,Asteraceae,Unresolved at TPL
Naegelia,Gesneriaceae,Unresolved at TPL
Nageia,Podocarpaceae,Accepted by TPL
Nagelia,Rosaceae,Unresolved at TPL
Nageliella,Orchidaceae,Accepted by TPL
Naiocrene,Montiaceae,Accepted by TPL
Najas,Hydrocharitaceae,Accepted by TPL
Nama,Boraginaceae,Accepted by TPL
Namacodon,Campanulaceae,Accepted by TPL
Namaquanthus,Aizoaceae,Accepted by TPL
Namaquanula,Amaryllidaceae,Accepted by TPL
Namataea,Sapindaceae,Unresolved at TPL
Namation,Scrophulariaceae,Accepted by TPL
Namibia,Aizoaceae,Accepted by TPL
Namophila,Asparagaceae,Accepted by TPL
Nananthea,Asteraceae,Accepted by TPL
Nananthus,Aizoaceae,Accepted by TPL
Nandina,Berberidaceae,Accepted by TPL
Nannoglottis,Asteraceae,Accepted by TPL
Nannorrhops,Arecaceae,Accepted by TPL
Nannothelypteris,Thelypteridaceae,Accepted by TPL
Nanobryum,Fissidentaceae,Accepted by TPL
Nanobubon,Apiaceae,Accepted by TPL
Nanochilus,Zingiberaceae,Accepted by TPL
Nanocnide,Urticaceae,Accepted by TPL
Nanodea,Santalaceae,Accepted by TPL
Nanodes,Orchidaceae,Unresolved at TPL
Nanomarsupella,Gymnomitriaceae,Accepted by TPL
Nanomitriella,Funariaceae,Accepted by TPL
Nanomitriopsis,Dicranaceae,Accepted by TPL
Nanomitrium,Ephemeraceae,Accepted by TPL
Nanophyton,Amaranthaceae,Accepted by TPL
Nanorrhinum,Plantaginaceae,Accepted by TPL
Nanostelma,Apocynaceae,Accepted by TPL
Nanothamnus,Asteraceae,Accepted by TPL
Nanothecium,Entodontaceae,Accepted by TPL
Nanuza,Velloziaceae,Accepted by TPL
Napaea,Malvaceae,Accepted by TPL
Napeanthus,Gesneriaceae,Accepted by TPL
Napoleonaea,Lecythidaceae,Accepted by TPL
Naravelia,Ranunculaceae,Accepted by TPL
Narbalia,Asteraceae,Unresolved at TPL
Narcissus,Amaryllidaceae,Accepted by TPL
Nardia,Jungermanniaceae,Accepted by TPL
Nardophyllum,Asteraceae,Accepted by TPL
Nardosmia,Asteraceae,Unresolved at TPL
Nardostachys,Caprifoliaceae,Accepted by TPL
Narduroides,Poaceae,Accepted by TPL
Nardus,Poaceae,Accepted by TPL
Naregamia,Meliaceae,Unresolved at TPL
Narenga,Poaceae,Liu et al.(2015)
Nargedia,Rubiaceae,Accepted by TPL
Naringi,Rutaceae,Unresolved at TPL
Narketis,Gentianaceae,Unresolved at TPL
Nartheciaceae,Nartheciaceae,Accepted by TPL
Narthecium,Nartheciaceae,Accepted by TPL
Narthex,Apiaceae,Unresolved at TPL
Narvalina,Asteraceae,Accepted by TPL
Nasa,Loasaceae,Accepted by TPL
Nashia,Verbenaceae,Accepted by TPL
Nassauvia,Asteraceae,Accepted by TPL
Nassella,Poaceae,Accepted by TPL
Nastanthus,Calyceraceae,Accepted by TPL
Nasturtiopsis,Brassicaceae,Accepted by TPL
Nasturtium,Brassicaceae,Accepted by TPL
Nastus,Poaceae,Accepted by TPL
Nathaliella,Scrophulariaceae,Accepted by TPL
Natrix,Fabaceae,Unresolved at TPL
Natsiatopsis,Icacinaceae,Accepted by TPL
Natsiatum,Icacinaceae,Accepted by TPL
Nauchea,Fabaceae,Unresolved at TPL
Nauclea,Rubiaceae,Accepted by TPL
Naucleopsis,Moraceae,Accepted by TPL
Naudinia,Rutaceae,Accepted by TPL
Naudiniella,Melastomataceae,Unresolved at TPL
Nauenburgia,Asteraceae,Unresolved at TPL
Naufraga,Apiaceae,Accepted by TPL
Nauplius,Asteraceae,Accepted by TPL
Nautilocalyx,Gesneriaceae,Accepted by TPL
Nautonia,Apocynaceae,Accepted by TPL
Navajoa,Cactaceae,Unresolved at TPL
Navarretia,Polemoniaceae,Accepted by TPL
Navia,Bromeliaceae,Accepted by TPL
Navidura,Fabaceae,Unresolved at TPL
Navipomoea,Convolvulaceae,Unresolved at TPL
Nayariophyton,Malvaceae,Accepted by TPL
Neactelis,Asteraceae,Unresolved at TPL
Nealchornea,Euphorbiaceae,Accepted by TPL
Neamyza,Loranthaceae,Accepted by TPL
Neanotis,Rubiaceae,Accepted by TPL
Neatostema,Boraginaceae,Accepted by TPL
Nebelia,Bruniaceae,Accepted by TPL
Neblinaea,Asteraceae,Accepted by TPL
Neblinantha,Gentianaceae,Accepted by TPL
Neblinanthera,Melastomataceae,Accepted by TPL
Neblinathamnus,Rubiaceae,Accepted by TPL
Necepsia,Euphorbiaceae,Accepted by TPL
Nechamandra,Hydrocharitaceae,Accepted by TPL
Neckera,Neckeraceae,Accepted by TPL
Neckeraceae,Neckeraceae,Accepted by TPL
Neckeradelphus,Neckeraceae,Accepted by TPL
Neckerites,Neckeraceae,Accepted by TPL
Neckeropsis,Neckeraceae,Accepted by TPL
Neckia,Ochnaceae,Unresolved at TPL
Necramium,Melastomataceae,Accepted by TPL
Necranthus,Orobanchaceae,Unresolved at TPL
Nectandra,Lauraceae,Accepted by TPL
Nectaropetalum,Erythroxylaceae,Accepted by TPL
Nectopix,Salicaceae,Unresolved at TPL
Nectouxia,Solanaceae,Accepted by TPL
Neea,Nyctaginaceae,Accepted by TPL
Needhamia,Ericaceae,Unresolved at TPL
Needhamiella,Ericaceae,Accepted by TPL
Neeopsis,Nyctaginaceae,Accepted by TPL
Neerija,Celastraceae,Unresolved at TPL
Neesenbeckia,Cyperaceae,Accepted by TPL
Neesia,Malvaceae,Accepted by TPL
Neesia,Asteraceae,Unresolved at TPL
Neesiella,Aytoniaceae,Accepted by TPL
Neesiochloa,Poaceae,Accepted by TPL
Neesioscyphus,Balantiopsaceae,Accepted by TPL
Nefrakis,Fabaceae,Unresolved at TPL
Negretia,Fabaceae,Accepted by TPL
Negria,Gesneriaceae,Unresolved at TPL
Negripteris,Pteridaceae,Unresolved at TPL
Negundium,Sapindaceae,Unresolved at TPL
Negundo,Sapindaceae,Accepted by TPL
Neillia,Rosaceae,Accepted by TPL
Neisosperma,Apocynaceae,Unresolved at TPL
Neja,Asteraceae,Accepted by TPL
Nekemias,Vitaceae,Unresolved at TPL
Nelanaregum,Melastomataceae,Unresolved at TPL
Nelensia,Scrophulariaceae,Unresolved at TPL
Nelia,Aizoaceae,Accepted by TPL
Nelmesia,Cyperaceae,Accepted by TPL
Nelsia,Amaranthaceae,Accepted by TPL
Nelsonia,Acanthaceae,Accepted by TPL
Neltuma,Fabaceae,Unresolved at TPL
Nelumbo,Nelumbonaceae,Accepted by TPL
Nelumbonaceae,Nelumbonaceae,Accepted by TPL
Nemacaulis,Polygonaceae,Accepted by TPL
Nemacladus,Campanulaceae,Accepted by TPL
Nemanthera,Convolvulaceae,Unresolved at TPL
Nemastylis,Iridaceae,Accepted by TPL
Nematanthus,Gesneriaceae,Accepted by TPL
Nematoceras,Orchidaceae,Unresolved at TPL
Nematocladia,Myriniaceae,Accepted by TPL
Nematolepis,Rutaceae,Accepted by TPL
Nematophyllum,Fabaceae,Unresolved at TPL
Nematopoa,Poaceae,Accepted by TPL
Nematopteris,Polypodiaceae,Accepted by TPL
Nematostylis,Rubiaceae,Accepted by TPL
Nemcia,Fabaceae,Accepted by TPL
Nemepis,Convolvulaceae,Unresolved at TPL
Nemesia,Scrophulariaceae,Accepted by TPL
Nemexia,Smilacaceae,Unresolved at TPL
Nemia,Scrophulariaceae,Unresolved at TPL
Nemolepis,Asteraceae,Unresolved at TPL
Nemopanthes,Aquifoliaceae,Unresolved at TPL
Nemopanthus,Aquifoliaceae,Accepted by TPL
Nemophila,Boraginaceae,Accepted by TPL
Nemorsoa,Ranunculaceae,Unresolved at TPL
Nemosenecio,Asteraceae,Accepted by TPL
Nemostima,Convolvulaceae,Unresolved at TPL
Nemoursia,Conocephalaceae,Unresolved at TPL
Nemuaron,Atherospermataceae,Accepted by TPL
Nemum,Cyperaceae,Accepted by TPL
Nenax,Rubiaceae,Accepted by TPL
Nenga,Arecaceae,Accepted by TPL
Nenuphar,Nymphaeaceae,Unresolved at TPL
Neoabbottia,Cactaceae,Liu et al.(2015)
Neoachmandra,Cucurbitaceae,Accepted by TPL
Neoalsomitra,Cucurbitaceae,Accepted by TPL
Neoapaloxylon,Fabaceae,Accepted by TPL
Neoastelia,Asteliaceae,Accepted by TPL
Neoaulacolepis,Poaceae,Liu et al.(2015)
Neobaclea,Malvaceae,Accepted by TPL
Neobakeria,Asparagaceae,Accepted by TPL
Neobalanocarpus,Dipterocarpaceae,Accepted by TPL
Neobarbella,Lembophyllaceae,Accepted by TPL
Neobaronia,Fabaceae,Unresolved at TPL
Neobassia,Amaranthaceae,Accepted by TPL
Neobathiea,Orchidaceae,Accepted by TPL
Neobeckia,Brassicaceae,Accepted by TPL
Neobeguea,Meliaceae,Accepted by TPL
Neobenthamia,Orchidaceae,Accepted by TPL
Neobertiera,Rubiaceae,Accepted by TPL
Neobesseya,Cactaceae,Accepted by TPL
Neobinghamia,Cactaceae,Liu et al.(2015)
Neobiondia,Saururaceae,Unresolved at TPL
Neoblakea,Rubiaceae,Accepted by TPL
Neobolusia,Orchidaceae,Accepted by TPL
Neobotrydium,Amaranthaceae,Liu et al.(2015)
Neobouteloua,Poaceae,Accepted by TPL
Neoboutonia,Euphorbiaceae,Accepted by TPL
Neoboykinia,Saxifragaceae,Accepted by TPL
Neobracea,Apocynaceae,Accepted by TPL
Neobrachyactis,Asteraceae,Liu et al.(2015)
Neobrittonia,Malvaceae,Accepted by TPL
Neobuchia,Malvaceae,Unresolved at TPL
Neobuxbaumia,Cactaceae,Accepted by TPL
Neobyrnesia,Rutaceae,Unresolved at TPL
Neocabreria,Asteraceae,Accepted by TPL
Neocallitropsis,Cupressaceae,Accepted by TPL
Neocalyptrocalyx,Capparaceae,Accepted by TPL
Neocardenasia,Cactaceae,Liu et al.(2015)
Neocardotia,Pottiaceae,Accepted by TPL
Neocarya,Chrysobalanaceae,Accepted by TPL
Neocaspia,Amaranthaceae,Liu et al.(2015)
Neoceis,Asteraceae,Unresolved at TPL
Neocentema,Amaranthaceae,Accepted by TPL
Neochamaelea,Rutaceae,Unresolved at TPL
Neocheiropteris,Polypodiaceae,Accepted by TPL
Neochevalierodendron,Fabaceae,Accepted by TPL
Neochilenia,Cactaceae,Accepted by TPL
Neocinnamomum,Lauraceae,Accepted by TPL
Neocogniauxia,Orchidaceae,Accepted by TPL
Neocollettia,Fabaceae,Accepted by TPL
Neocouma,Apocynaceae,Accepted by TPL
Neocryptodiscus,Apiaceae,Unresolved at TPL
Neocuatrecasia,Asteraceae,Accepted by TPL
Neocupropsis,Cupressaceae,Accepted by TPL
Neodawsonia,Cactaceae,Unresolved at TPL
Neodeutzia,Hydrangeaceae,Accepted by TPL
Neodicladiella,Meteoriaceae,Accepted by TPL
Neodielsia,Fabaceae,Liu et al.(2015)
Neodillenia,Dilleniaceae,Accepted by TPL
Neodiscocactus,Cactaceae,Unresolved at TPL
Neodissochaeta,Melastomataceae,Unresolved at TPL
Neodistemon,Urticaceae,Accepted by TPL
Neodolichomitra,Hylocomiaceae,Accepted by TPL
Neodriessenia,Melastomataceae,Unresolved at TPL
Neodryas,Orchidaceae,Unresolved at TPL
Neodypsis,Arecaceae,Unresolved at TPL
Neoeplingia,Lamiaceae,Accepted by TPL
Neoevansia,Cactaceae,Unresolved at TPL
Neofabricia,Myrtaceae,Accepted by TPL
Neofinetia,Orchidaceae,Accepted by TPL
Neogaerrhinum,Plantaginaceae,Accepted by TPL
Neogaillonia,Rubiaceae,Accepted by TPL
Neogardneria,Orchidaceae,Accepted by TPL
Neogaya,Apiaceae,Unresolved at TPL
Neoglaziovia,Bromeliaceae,Accepted by TPL
Neogoezia,Apiaceae,Accepted by TPL
Neogomesia,Cactaceae,Liu et al.(2015)
Neogontscharovia,Plumbaginaceae,Accepted by TPL
Neogoodenia,Goodeniaceae,Unresolved at TPL
